Адреса,Кількість кімнат,Площа,Ціна,Район,Станція метро,Координати адрес
"вул. Михайла Бойчука, 41-43",2 кімнати,52 м²,30 000 грн,"Печерський,",Дружби народів,"{'lat': 50.4060956, 'lng': 30.552806}"
"вул. Деміївська, 62",2 кімнати,95 м²,37 453 грн,"Голосіївський,",Деміївська,"{'lat': 50.3987853, 'lng': 30.4995792}"
"вул. Буслівська, 12",2 кімнати,75 м²,67 416 грн,"Печерський,",,"{'lat': 50.4073727, 'lng': 30.5566101}"
"вул. Старонаводницька, 13",3 кімнати,140 м²,36 704 грн,"Печерський,",Печерська,"{'lat': 50.42676059999999, 'lng': 30.54283329999999}"
"вул. Деміївська, 62",2 кімнати,95 м²,37 453 грн,"Голосіївський,",,"{'lat': 50.3987853, 'lng': 30.4995792}"
"вул. Старонаводницька, 6Б",3 кімнати,100 м²,33 708 грн,"Печерський,",Печерська,"{'lat': 50.42741969999999, 'lng': 30.5460873}"
"вул. Ділова, 2Б",1 кімната,60 м²,29 963 грн,"Печерський,",Олімпійська,"{'lat': 50.43009199999999, 'lng': 30.5219682}"
"вул. Коновальця Євгена, 44А",3 кімнати,95 м²,31 835 грн,"Печерський,",Печерська,"{'lat': 50.4232239, 'lng': 30.5385719}"
"вул. Кожум'яцька, 20В",3 кімнати,126 м²,41 198 грн,"Подільський,",Контрактова площа,"{'lat': 50.460032, 'lng': 30.5092898}"
"бул. Лесі Українки, 8",2 кімнати,94 м²,86 142 грн,"Печерський,",,"{'lat': 50.4364836, 'lng': 30.5273173}"
"вул. Драгомирова, 1-20а",4 кімнати,140 м²,89 888 грн,"Печерський,",,"{'lat': 50.4133862, 'lng': 30.5466086}"
"вул. Драгомирова, 2А",3 кімнати,120 м²,130 000 грн,"Печерський,",,"{'lat': 50.41358049999999, 'lng': 30.5445166}"
вул. Предславинська,1 кімната,40 м²,20 599 грн,,,"{'lat': 50.4216194, 'lng': 30.5227556}"
"вул. Предславинська, 42А",1 кімната,50 м²,29 963 грн,,,"{'lat': 50.4156007, 'lng': 30.525237}"
"вул. Драгомирова, 1-20а",2 кімнати,86 м²,56 180 грн,"Печерський,",,"{'lat': 50.4133862, 'lng': 30.5466086}"
"вул. Золотоустівська, 16",3 кімнати,106 м²,32 000 грн,"Шевченківський,",Лук'янівська,"{'lat': 50.44935479999999, 'lng': 30.4895185}"
"вул. Старонаводницька, 6Б",3 кімнати,100 м²,33 708 грн,"Печерський,",Печерська,"{'lat': 50.42741969999999, 'lng': 30.5460873}"
вул. Предславинська,2 кімнати,63 м²,41 198 грн,,,"{'lat': 50.4216194, 'lng': 30.5227556}"
"вул. Професора Підвисоцького, 2",2 кімнати,80 м²,56 180 грн,"Печерський,",Дружби народів,"{'lat': 50.4161365, 'lng': 30.5427219}"
"вул. Драгомирова, 17",1 кімната,60 м²,22 472 грн,"Печерський,",,"{'lat': 50.4084383, 'lng': 30.5438358}"
вул. Предславинська,2 кімнати,57 м²,29 963 грн,,,"{'lat': 50.4216194, 'lng': 30.5227556}"
"вул. Предславинська, 42А",2 кімнати,50 м²,31 496 грн,,,"{'lat': 50.4156007, 'lng': 30.525237}"
"вул. Предславинська, 44",3 кімнати,80 м²,93 633 грн,"Печерський,",,"{'lat': 50.4152868, 'lng': 30.526255}"
"вул. Предславинська, 42А",1 кімната,55 м²,37 453 грн,,,"{'lat': 50.4156007, 'lng': 30.525237}"
"вул. Предславинська, 42А",2 кімнати,72 м²,52 434 грн,,,"{'lat': 50.4156007, 'lng': 30.525237}"
вул. Предславинська,3 кімнати,110 м²,71 161 грн,,,"{'lat': 50.4216194, 'lng': 30.5227556}"
"вул. Бориса Гмирі, 1",2 кімнати,90 м²,18 000 грн,"Дарницький,",Осокорки,"{'lat': 50.3963145, 'lng': 30.6271805}"
"вул. Старонаводницька, 4",3 кімнати,98 м²,25 000 грн,"Печерський,",Печерська,"{'lat': 50.42804779999999, 'lng': 30.544534}"
"вул. Велика Васильківська, 27",2 кімнати,73 м²,52 434 грн,"Печерський,",Площа Льва Толстого,"{'lat': 50.4384921, 'lng': 30.5164591}"
"вул. Хрещатик, 27Б",4 кімнати,200 м²,131 086 грн,"Печерський,",Театральна,"{'lat': 50.4438196, 'lng': 30.5227879}"
"вул. Саперне Поле, 5",3 кімнати,90 м²,56 180 грн,"Печерський,",Либідська,"{'lat': 50.4190988, 'lng': 30.53113699999999}"
"вул. Академика Філатова, 2",2 кімнати,85 м²,28 090 грн,"Печерський,",,"{'lat': 50.417907, 'lng': 30.5304671}"
вул. Академика Філатова,1 кімната,50 м²,29 963 грн,"Печерський,",,"{'lat': 50.4156752, 'lng': 30.5315278}"
вул. Предславинська,3 кімнати,95 м²,74 906 грн,,,"{'lat': 50.4216194, 'lng': 30.5227556}"
"вул. Коновальця Євгена, 36Е",2 кімнати,80 м²,26 000 грн,"Печерський,",Печерська,"{'lat': 50.4240541, 'lng': 30.534238}"
"вул. Коновальця Євгена, 36Е",2 кімнати,80 м²,24 345 грн,"Печерський,",Печерська,"{'lat': 50.4240541, 'lng': 30.534238}"
вул. Предславинська,1 кімната,46 м²,29 963 грн,,,"{'lat': 50.4216194, 'lng': 30.5227556}"
"спуск Кловский, 5",4 кімнати,165 м²,44 944 грн,"Печерський,",Кловська,"{'lat': 50.438286, 'lng': 30.536915}"
пл. Льва Толстого,5 кімнат,228 м²,93 633 грн,"Шевченківський,",,"{'lat': 50.4393186, 'lng': 30.5159652}"
"вул. Академика Філатова, 2",2 кімнати,82 м²,28 090 грн,"Печерський,",,"{'lat': 50.417907, 'lng': 30.5304671}"
"вул. Мала Житомирська, 24/1",2 кімнати,75 м²,20 599 грн,"Печерський,",Майдан Незалежності,"{'lat': 50.45373130000001, 'lng': 30.5202553}"
"вул. Лютеранська, 27/29",3 кімнати,100 м²,37 453 грн,"Печерський,",Кловська,"{'lat': 50.4433127, 'lng': 30.5289257}"
"вул. Драгомирова, 15",3 кімнати,120 м²,101 124 грн,"Печерський,",,"{'lat': 50.408789, 'lng': 30.5449542}"
"вул. Оленівська, 10",4 кімнати,75 м²,25 000 грн,"Подільський,",,"{'lat': 50.4711113, 'lng': 30.5034812}"
"вул. Саперне Поле, 5",3 кімнати,90 м²,56 180 грн,"Печерський,",,"{'lat': 50.4190988, 'lng': 30.53113699999999}"
"вул. Січових Стрільців, 26А",2 кімнати,53 м²,44 944 грн,"Шевченківський,",Лук'янівська,"{'lat': 50.456529, 'lng': 30.498429}"
"вул. Академика Філатова, 53",4 кімнати,164 м²,74 906 грн,"Печерський,","Палац ""Україна""","{'lat': 50.41429, 'lng': 30.5324443}"
"вул. Драгомирова, 2А",2 кімнати,55 м²,26 217 грн,"Печерський,",,"{'lat': 50.41358049999999, 'lng': 30.5445166}"
"бул. Лесі Українки, 7Б",3 кімнати,136 м²,44 944 грн,"Печерський,",Кловська,"{'lat': 50.43268639999999, 'lng': 30.5334457}"
"вул. Коновальця Євгена, 34",2 кімнати,55 м²,26 217 грн,"Печерський,",,"{'lat': 50.4267967, 'lng': 30.5344145}"
"вул. Саперне Поле, 5",1 кімната,55 м²,33 708 грн,"Печерський,",,"{'lat': 50.4190988, 'lng': 30.53113699999999}"
"вул. Інститутська, 18А",2 кімнати,150 м²,93 633 грн,"Печерський,",Арсенальна,"{'lat': 50.4452794, 'lng': 30.5316717}"
"вул. Коновальця Євгена, 36",2 кімнати,85 м²,35 581 грн,"Печерський,",Печерська,"{'lat': 50.42493169999999, 'lng': 30.53444979999999}"
"вул. Драгомирова, 5",2 кімнати,60 м²,37 453 грн,"Печерський,",Дружби народів,"{'lat': 50.4118674, 'lng': 30.546937}"
"вул. Саперне Поле, 5",3 кімнати,90 м²,56 180 грн,"Печерський,",Либідська,"{'lat': 50.4190988, 'lng': 30.53113699999999}"
"вул. Мічуріна, 44",2 кімнати,125 м²,131 086 грн,"Печерський,",Дружби народів,"{'lat': 50.4217242, 'lng': 30.5604393}"
"вул. Микільсько-Слобідська, 3Б",2 кімнати,56 м²,28 090 грн,"Дніпровський,",Лівобережна,"{'lat': 50.4500655, 'lng': 30.5864166}"
"вул. Предславинська, 57",3 кімнати,116 м²,82 397 грн,,,"{'lat': 50.4152701, 'lng': 30.5273529}"
"вул. Січових Стрільців, 26А",2 кімнати,55 м²,44 944 грн,"Печерський,",Золоті ворота,"{'lat': 50.456529, 'lng': 30.498429}"
"вул. Ділова, 1/2",2 кімнати,55 м²,35 581 грн,"Печерський,",,"{'lat': 50.4296732, 'lng': 30.5204858}"
"вул. Ділова, 1/2",1 кімната,57 м²,29 963 грн,"Печерський,",,"{'lat': 50.4296732, 'lng': 30.5204858}"
"вул. Деміївська, 58А",2 кімнати,63 м²,93 633 грн,"Голосіївський,",,"{'lat': 50.3987853, 'lng': 30.4995792}"
"бул. Дружби Народів, 14-16",1 кімната,58 м²,33 708 грн,"Печерський,",Дружби народів,"{'lat': 50.41403649999999, 'lng': 30.5394589}"
"вул. Драгомирова, 20",4 кімнати,180 м²,112 360 грн,"Печерський,",,"{'lat': 50.4092905, 'lng': 30.5438982}"
"вул. Предславинська, 44",3 кімнати,80 м²,93 633 грн,,,"{'lat': 50.4152868, 'lng': 30.526255}"
"вул. Дмитрівська, 75",2 кімнати,76 м²,22 472 грн,"Шевченківський,",Лук'янівська,"{'lat': 50.4564896, 'lng': 30.4867669}"
"вул. Антоновича, 74-78",1 кімната,43 м²,27 559 грн,"Голосіївський,",,"{'lat': 50.4261288, 'lng': 30.5140672}"
"вул. Михайла Грушевського, 34А",3 кімнати,115 м²,37 453 грн,"Печерський,",Арсенальна,"{'lat': 50.44330859999999, 'lng': 30.5404021}"
"вул. Олеся Гончара, 32",2 кімнати,68 м²,28 000 грн,"Печерський,",Золоті ворота,"{'lat': 50.451277, 'lng': 30.5058031}"
"вул. Драгомирова, 11",4 кімнати,120 м²,74 906 грн,"Печерський,",,"{'lat': 50.409347, 'lng': 30.5458778}"
"вул. Деміївська, 62",2 кімнати,93 м²,37 453 грн,"Голосіївський,",,"{'lat': 50.3987853, 'lng': 30.4995792}"
"вул. Предславинська, 55А",1 кімната,43 м²,29 963 грн,"Печерський,",Либідська,"{'lat': 50.415869, 'lng': 30.5272892}"
"вул. Деміївська, 62",2 кімнати,64 м²,24 345 грн,"Голосіївський,",,"{'lat': 50.3987853, 'lng': 30.4995792}"
"просп. Оболонський, 26",2 кімнати,60 м²,37 453 грн,,Мінська,"{'lat': 50.48630439999999, 'lng': 30.4982291}"
"вул. Предславинська, 42А",1 кімната,46 м²,29 963 грн,"Печерський,",Либідська,"{'lat': 50.4156007, 'lng': 30.525237}"
"вул. Михайла Грушевського, 34А",3 кімнати,115 м²,37 453 грн,"Печерський,",Арсенальна,"{'lat': 50.44330859999999, 'lng': 30.5404021}"
"вул. Драгомирова, 4Б",2 кімнати,60 м²,37 453 грн,"Печерський,",Дружби народів,"{'lat': 50.4116492, 'lng': 30.5446806}"
"вул. Тарасівська, 2",3 кімнати,85 м²,46 816 грн,"Голосіївський,",Університет,"{'lat': 50.4403941, 'lng': 30.5079795}"
"просп. Берестейський(Перемоги), 26А",1 кімната,45 м²,28 090 грн,"Шевченківський,",Політехнічний інститут,"{'lat': 50.4518284, 'lng': 30.4675085}"
"вул. Михайла Грушевського, 34А",3 кімнати,115 м²,37 453 грн,"Печерський,",Арсенальна,"{'lat': 50.44330859999999, 'lng': 30.5404021}"
"вул. Практична, 17",2 кімнати,64 м²,31 835 грн,"Голосіївський,",Васильківська,"{'lat': 50.3945334, 'lng': 30.4703223}"
"вул. Хрещатик, 25",4 кімнати,100 м²,44 944 грн,"Шевченківський,",Хрещатик,"{'lat': 50.44446250000001, 'lng': 30.5227786}"
"вул. Василя Тютюнника, 50",1 кімната,50 м²,29 963 грн,"Печерський,",Либідська,"{'lat': 50.4187241, 'lng': 30.526469}"
"вул. Олеся Гончара, 35",3 кімнати,150 м²,93 633 грн,"Печерський,",Золоті ворота,"{'lat': 50.4510787, 'lng': 30.5074115}"
"вул. Лютеранська, 27/29",3 кімнати,100 м²,37 453 грн,"Шевченківський,",Хрещатик,"{'lat': 50.4433127, 'lng': 30.5289257}"
"вул. Деміївська, 14",2 кімнати,60 м²,24 345 грн,"Голосіївський,",Деміївська,"{'lat': 50.4041085, 'lng': 30.51209399999999}"
"пров. Лабораторний, 6",2 кімнати,80 м²,26 217 грн,"Печерський,",Печерська,"{'lat': 50.4260517, 'lng': 30.5212011}"
"бул. Лесі Українки, 8",3 кімнати,94 м²,101 124 грн,"Печерський,",Кловська,"{'lat': 50.4364836, 'lng': 30.5273173}"
"бул. Тараса Шевченка, 30",2 кімнати,135 м²,151 685 грн,"Шевченківський,",Університет,"{'lat': 50.445347, 'lng': 30.5049181}"
"вул. Драгомирова, 9",2 кімнати,120 м²,48 689 грн,"Печерський,",Дружби народів,"{'lat': 50.4101218, 'lng': 30.5465873}"
"вул. Саперне Поле, 5",3 кімнати,76 м²,41 198 грн,"Печерський,",,"{'lat': 50.4190988, 'lng': 30.53113699999999}"
"вул. Маккейна Джона, 7",3 кімнати,75 м²,44 944 грн,"Печерський,",Либідська,"{'lat': 50.4159539, 'lng': 30.5306472}"
